variant,fraction_bin,cumulative_fce,cumulative_true_progress,commitment_debt_after,fce_per_progress
no_delayed_feedback,0.2,36.595020783928575,15.334864476785715,32.9642586525,2.386393491727755
no_delayed_feedback,0.22,37.02477792678572,17.44226784107143,34.58037870571429,2.1227043561160786
no_delayed_feedback,0.24,37.29226364107143,18.763232126785713,36.610115244285716,1.9875181093045446
no_delayed_feedback,0.26,37.29226364107143,20.242801332142857,36.344769122857144,1.8422481666041106
no_delayed_feedback,0.28,37.29226364107143,21.740644733928573,35.04116125178572,1.7153246418158388
no_delayed_feedback,0.3,37.29226364107143,23.31014835,34.50797258321428,1.5998295283724109
no_delayed_feedback,0.32,37.29226364107143,25.004012725,36.45972235892857,1.4914511543095301
no_delayed_feedback,0.34,90.36941192857144,48.83726150892857,39.244116055357146,1.8504193137866636
no_delayed_feedback,0.36,92.98432211607143,48.83726150892857,40.19203410392857,1.9039626556266216
no_delayed_feedback,0.38,95.0453981375,48.83726150892857,39.76200776,1.946165595712682
no_delayed_feedback,0.4,98.26971888035713,48.83726150892857,36.9754549725,2.012187330823027
no_delayed_feedback,0.42,100.31295756607142,49.07603213392857,37.33262925142857,2.0440315405352494
no_delayed_feedback,0.44,102.92718065178572,49.40576050892857,36.48512038642857,2.083303234107383
no_delayed_feedback,0.46,105.13624567678572,49.78778604464286,35.45156529357143,2.1116875046926964
no_delayed_feedback,0.48,106.88416956249999,50.23196159821429,33.52257487321428,2.1278119779080984
no_delayed_feedback,0.5,108.06540401964286,60.21920714107143,37.736253600714285,1.7945338231784653
no_delayed_feedback,0.52,108.46231330535714,63.236636698214284,42.344292350714284,1.71518156196343
no_delayed_feedback,0.54,108.86037401964286,65.08373924107143,46.028284264642856,1.6726201550347612
no_delayed_feedback,0.56,109.38411544821429,66.29799665535714,45.56292634821428,1.649885682320623
no_delayed_feedback,0.58,109.59949973392857,68.51691931071429,45.90521410107143,1.59959760065847
no_delayed_feedback,0.6,109.59949973392857,70.28974817678572,46.731582477857145,1.5592529860581503
no_delayed_feedback,0.62,109.59949973392857,71.81985391785715,43.52700732178572,1.5260334539148648
no_delayed_feedback,0.64,109.59949973392857,73.5603664375,44.90790976071428,1.4899259620606833
no_delayed_feedback,0.66,109.96770201964286,75.66661258035715,46.84086276285715,1.4533186866645882
no_delayed_feedback,0.68,155.40378024999998,96.35940618035714,35.178525754285715,1.6127515352173167
no_delayed_feedback,0.7,158.84807120714285,96.35940618035714,36.543720008928574,1.648495746329371
no_delayed_feedback,0.72,161.97734012142857,96.35940618035714,35.81293029857143,1.6809707172567407
no_delayed_feedback,0.74,165.24326371071427,96.35940618035714,35.28681496142857,1.7148638649913048
no_delayed_feedback,0.76,167.25251408214285,96.64440193928571,33.56186543178571,1.7305970208933035
no_delayed_feedback,0.78,170.0410157714286,96.91657218928572,32.638643211071425,1.754509181766407
no_delayed_feedback,0.8,173.32561434285714,97.27357981428572,31.974080436785716,1.781836493257158
no_delayed_feedback,0.82,174.83084669107143,97.61294644821429,32.5315770025,1.7910620778548352
no_delayed_feedback,0.84,176.18562809107144,108.70663018571429,39.55270192142857,1.6207440869988896
no_delayed_feedback,0.86,176.55403951964286,110.72992282857142,40.983595560000005,1.594456448714213
no_delayed_feedback,0.88,177.05697951964285,111.95127768571429,44.41482605,1.5815538971935867
no_delayed_feedback,0.9,177.58870451964285,113.27105536428571,41.759930571785716,1.5678206930138345
no_delayed_feedback,0.92,177.76725523392858,114.57110085535714,42.59054417785715,1.5515889601022061
no_delayed_feedback,0.94,177.76725523392858,116.92242664821428,43.24508875392858,1.5203862965381207
no_delayed_feedback,0.96,177.76725523392858,118.73526640714284,42.34576484714285,1.4971731703061602
no_delayed_feedback,0.98,177.76725523392858,121.06795665357143,41.80140349607143,1.468326220641509
no_delayed_feedback,1.0,177.76725523392858,122.84473332321429,46.43340105857143,1.4470889424800066
no_progress_guard,0.0,2.8529005375000005,0.0,11.314949452857144,2852900537.5000005
no_progress_guard,0.02,8.71512110892857,0.0,14.221907160714284,8715121108.928568
no_progress_guard,0.04,13.866624053571428,0.0,18.12383842857143,13866624053.571426
no_progress_guard,0.06,17.311529816071427,0.0,15.841351413214285,17311529816.071426
no_progress_guard,0.08,19.62837957857143,0.4134360982142857,17.207499668214286,47.476211350074124
no_progress_guard,0.1,23.214657316071428,0.9913584196428572,19.758412221428575,23.41701735325418
no_progress_guard,0.12,28.252189887500002,1.5781657857142857,19.023094695714285,17.90191508600785
no_progress_guard,0.14,31.281644951785715,2.1381772142857143,20.914212160357145,14.63005252454519
no_progress_guard,0.16,32.81122940535714,10.692364521428571,16.148612923214284,3.0686598216512486
no_progress_guard,0.18,33.70156940535714,12.637608064285715,18.32900693392857,2.666768049295567
no_progress_guard,0.2,34.72634940535714,13.77184232142857,17.84824731964286,2.521547124550213
no_progress_guard,0.22,35.6783122625,15.75539507142857,18.6592698625,2.2645139712935793
no_progress_guard,0.24,36.569149405357145,17.138989714285714,21.372620623928572,2.1336817405798416
no_progress_guard,0.26,36.569149405357145,18.89859910714286,19.986690844285715,1.935019056070435
