policy_name,policy_label,configs,fce_per_msg,progress_per_msg,debt,withheld_pct,waste_per_msg,efficiency_k
pressure_backpressure,Pressure BP,4,0.31123769083635267,0.17673866460446863,18.403714883928576,47.43357487922705,0.00888480578200483,9.603423315300832
static_cpb,Static CPB,4,0.2930827761171498,0.16307152400362318,34.77315198107143,53.80434782608695,0.009631567028985507,4.689581321025781
closed_loop_cpb,C-CPB,4,0.4332802851373792,0.21709294402928747,21.908040418214288,30.661231884057973,0.018535054272342994,9.909281701379234
progress_guarded_cpb,C-CPB+Prog.,4,0.39082689572765705,0.22280523018568846,21.145766409642853,27.204106280193237,0.012471217240338162,10.536635365653394
action_admission,Action adm.,3,0.4284903538949276,0.25138613910024155,43.70669143523809,21.557971014492754,0.016822063909017717,5.751662522264587
