policy_name,policy_label,event_count,high_delay_or_scarce_events,high_delay_or_scarce_share,high_stress_fce_per_progress,high_stress_progress_per_event,high_stress_mean_debt,high_stress_verify_first_ratio,high_stress_inform_ratio,high_stress_defer_ratio
pressure_backpressure,Pressure BP,6624,3088,0.46618357487922707,2.2635134273931574,0.11348515407059592,15.31686434966321,0.0,0.0,0.5427461139896373
static_cpb,Static CPB,6624,3088,0.46618357487922707,2.6361909506992247,0.09720371437823842,38.49422697184911,0.18555699481865284,0.0,0.18555699481865284
closed_loop_cpb,C-CPB,6624,3088,0.46618357487922707,2.6156836654756774,0.14897251481541446,32.93983615804405,0.17357512953367876,0.39702072538860106,0.29889896373056996
progress_guarded_cpb,C-CPB+Prog.,6624,3088,0.46618357487922707,2.4199988684196936,0.15347764410621753,34.60379828709517,0.16936528497409326,0.4520725388601036,0.2503238341968912
