variant,label,policy_name,policy_config_id,dx,dy,debt_ratio_vs_clpd,withheld_ratio,fce_per_msg,progress_per_msg
full_clpd,CLPD,commitment_lattice_primal_dual,clpd_cfg016,0.0,0.0,1.0,0.0597826086956521,0.3302454606280193,0.231741745289855
progress_guarded_cpb 1,C-CPB+Prog.,progress_guarded_cpb,progress_guarded_cpb_cfg004,0.17547768854820212,-0.07728116741476143,1.017198411994142,0.2995169082125604,0.3881961707125604,0.2138324726751207
progress_guarded_cpb 2,C-CPB+Prog.,progress_guarded_cpb,progress_guarded_cpb_cfg005,0.020390954522966576,-0.022244425753563446,1.0015503654233522,0.2614734299516908,0.3369794807971014,0.2265867832427536
progress_guarded_cpb 3,C-CPB+Prog.,progress_guarded_cpb,progress_guarded_cpb_cfg011,0.27307986784638794,-0.02025017410020835,1.3000118287256368,0.2282608695652173,0.4204288473731883,0.2270489346014493
progress_guarded_cpb 4,C-CPB+Prog.,progress_guarded_cpb,progress_guarded_cpb_cfg023,0.26482611822564506,-0.03447378484369623,1.5454235848425442,0.2989130434782608,0.4177030840277777,0.2237527302234299
pressure_backpressure,Pressure BP,pressure_backpressure,pressure_backpressure,-0.05755649072517177,-0.23734645053522985,1.0583567563787948,0.4743357487922705,0.3112376908363526,0.1767386646044686
static_cpb,Static CPB,static_cpb,static_cpb,-0.1125304930465908,-0.29632218916941977,1.9997267166908825,0.5380434782608695,0.2930827761171498,0.1630715240036231
closed_loop_cpb,C-CPB,closed_loop_cpb,closed_loop_cpb,0.3119946730332681,-0.06321174996867907,1.2598827324740245,0.3066123188405797,0.4332802851373792,0.2170929440292874
progress_guarded_cpb,C-CPB+Prog.,progress_guarded_cpb,progress_guarded_cpb,0.18344365728580048,-0.038562388028057226,1.2160460477464186,0.2720410628019323,0.390826895727657,0.2228052301856884
