variant,label,relative_fce_change,relative_progress_change,debt_ratio,mean_fce,mean_progress,mean_debt
full_ccpb,C-CPB+Prog.,0.0,0.0,1.0,92.45847704642858,52.7093515982143,33.691798795357144
no_progress_guard,No progress queue,-0.023402168150565617,-0.0026244234267448485,0.9737046435769634,90.29474821964286,52.57101994107142,32.80586093749999
no_delayed_feedback,No feedback,-0.06422763712101798,-0.028440293411820194,1.6186805808493632,86.52008753392859,51.21028217321429,54.536260443928576
no_commitment_debt,No debt,0.5738295336943602,0.2150525420987237,8.129077147442587,145.5138818160714,64.04463165178569,273.88323164357143
no_actionability_downgrade,No downgrade,0.7267479674398003,-0.12367139539468075,3.05325207540558,159.6524873125,46.19071253571429,102.8695545960714
no_verify_first,No verify-first,0.021842978100013122,0.018009306626191934,0.9673121510675328,94.47804553571429,53.658610473214296,32.590486366071424
static_cpb,Static CPB,-0.2500956834828969,-0.26809831228953884,1.3602595931794723,69.33501103571429,38.57806339285714,45.82959252285714
